Simulated Annealing Results - function a

(100, 0.32394728633858316, 0.5940829991171337)
(100, 0.31990096822977315, 0.6832961410977494)
(100, 0.3489911189879706, 0.12344575003719284)
(100, 0.4732427713638705, 0.4562264115349847)
(100, 0.5179009350304432, 0.5831644899850237)
(100, 0.47460804773355936, 0.4815960566944632)
(100, 0.16358440872234462, 0.0249892928190119)
(100, 0.10156257279242792, 0.9981899329286569)
(100, 0.6941724036221839, 0.5329145794755809)
(100, 0.8578998222552272, 0.0903933967400944)

